movie_info_ID,title,year,imdb_score,original_language,budget,revenue,country
1,Creed III (2023),2023,73,English,75000000,271616668,AU
2,Avatar: The Way of Water (2022),2022,78,English,460000000,2316794914,AU
3,The Super Mario Bros. Movie (2023),2023,76,English,100000000,724459031,AU
4,Mummies (2023),2023,70," Spanish, Castilian",12300000,34200000,AU
5,Supercell (2023),2023,61,English,77000000,340941958,US
6,Cocaine Bear (2023),2023,66,English,35000000,80000000,AU
7,John Wick: Chapter 4 (2023),2023,80,English,100000000,351349364,AU
8,Puss in Boots: The Last Wish (2022),2022,83,English,90000000,483480577,AU
9,Attack on Titan (2022),2022,59,English,71000000,254946484,US
10,The Park (2023),2023,58,English,119200000,488962491,US
11,Winnie the Pooh: Blood and Honey (2023),2023,58,English,100000,3200000,AU
12,The Exorcist (2022),2022,55," Spanish, Castilian",12000000,428214478,MX
13,Murder Mystery 2 (2023),2023,65,English,43800000,489543087,AU
14,Black Panther: Wakanda Forever (2022),2022,73,English,250000000,854041058,AU
15,The Pope's Exorcist (2023),2023,72,English,92000000,462216471,AU
16,Prizefighter: The Life of Jem Belcher (2022),2022,62,English,77600000,562112551,GB
17,Knock at the Cabin (2023),2023,64,English,20000000,54629497,AU
18,The Devil Conspiracy (2023),2023,65,English,54060000,492646395,US
19,Cazadora (2023),2023,57," Spanish, Castilian",110400000,318117812,CL
20,Gold Run (2022),2022,65,Norwegian,123500000,420430064,NO
21,The Magician's Elephant (2023),2023,73,English,82600000,473097256,AU
22,Plane (2023),2023,69,English,25000000,51000000,GB
23,The Passion of the Christ (2004),2004,74,English,25000000,622313635,AU
24,Batman: The Doom That Came to Gotham (2023),2023,64,English,145760000,321934831,US
25,Shazam! Fury of the Gods (2023),2023,69,English,125000000,132107025,AU
26,Consecration (2023),2023,65,English,54060000,492646395,US
27,Shark Side of the Moon (2022),2022,53,English,10000,17887093,US
28,Black Adam (2022),2022,71,English,200000000,391261706,AU
29,Money Shot: The Pornhub Story (2023),2023,58,English,68500000,280052393,US
30,M3GAN (2023),2023,74,English,12000000,167643991,AU
31,Ant-Man and the Wasp: Quantumania (2023),2023,63,English,200000000,466001332,AU
32,Sayen (2023),2023,62," Spanish, Castilian",73800000,370426090,CL
33,Die Hart (2023),2023,62,English,113000000,369995579,US
34,13 Exorcisms (2022),2022,55," Spanish, Castilian",2480000,1891519,ES
35,H.P. Lovecraft's Witch House (2022),2022,60,English,146740000,301123555,US
36,John Wick: Chapter 2 (2017),2017,73,English,40000000,171539887,AU
37,Sick (2022),2022,63,English,81800000,408307377,US
38,Black Warrant (2023),2023,54,English,116000000,378399280,AU
39,Shotgun Wedding (2023),2023,63,English,16050000,4495365,AU
40,John Wick: Chapter 3 - Parabellum (2019),2019,74,English,55000000,326709727,AU
41,Legion of Super-Heroes (2023),2023,63,English,113400000,778431865,US
42,Fall (2022),2022,73,English,3000000,16120263,AU
43,Lord of the Streets (2022),2022,52,English,1000000,22790427,US
44,Little Dixie (2023),2023,60,English,141340000,748525217,US
45,The Whale (2023),2023,81,English,3000000,36752010,AU
46,Prey for the Devil (2022),2022,71,English,27240305,37655699,US
47,Bandit (2022),2022,62,English,115000000,484414431,US
48,Roald Dahl's Matilda the Musical (2022),2022,68,English,25000000,13276499,AU
49,The Simpsons Meet the Bocellis in Feliz Navidad (2022),2022,52,English,97200000,425726914,US
50,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train (2021),2021,83,Japanese,15800000,503063688,AU
51,Huesera: The Bone Woman (2023),2023,58," Spanish, Castilian",135000000,670271186,MX
52,The Last Heretic (2022),2022,55," Spanish, Castilian",122400000,344127931,AR
53,JUNG_E (2023),2023,63,Korean,66240000,580188584,KR
54,A Man Called Otto (2023),2023,79,English,50000000,108973274,AU
55,Champions (2023),2023,68,English,51880004,9263009,AU
56,Dungeons & Dragons: Honor Among Thieves (2023),2023,76,English,150000000,158598670,AU
57,Troll (2022),2022,68,Norwegian,121400000,977795653,AU
58,Sonic the Hedgehog 2 (2022),2022,76,English,90000000,405421518,AU
59,A Bronx Tale (1994),1994,78,English,10000000,17287898,AU
60,Big Trip 2: Special Delivery (2023),2023,65,Russian,95200000,416119951,AU
61,Encanto at the Hollywood Bowl (2022),2022,73,English,127000000,533207056,US
62,The Forbidden Legend: Sex & Chopsticks 2 (2009),2009,60,Cantonese,89600000,318375960,HK
63,Top Gun: Maverick (2022),2022,83,English,170000000,1481369482,AU
64,On a Wing and a Prayer (2023),2023,65,English,147400000,445526734,US
65,Sniper: The White Raven (2022),2022,76,Ukrainian,1000000,102414815,UA
66,The Enforcer (2022),2022,74,English,1261569,102023958,AU
67,Diabolik - Ginko Attacks (2022),2022,57,Italian,21680000,1228459,IT
68,Scream VI (2023),2023,73,English,35000000,167273149,AU
69,Avatar (2009),2009,76,English,237000000,2923706026,AU
70,Breaking (2022),2022,67,English,72000000,318039059,US
71,Tetris (2023),2023,78,English,172000000,594334899,GB
72,65 (2023),2023,63,English,45000000,56072012,AU
73,Thor: Love and Thunder (2022),2022,66,English,250000000,760928081,AU
74,Arctic Void (2022),2022,47,English,147200000,872776677,US
75,Terrifier 2 (2022),2022,69,English,250000,12964783,AU
76,John Wick (2014),2014,74,English,30000000,75958800,AU
77,Spider-Man: No Way Home (2021),2021,80,English,200000000,1910048245,AU
78,R.I.P.D. 2: Rise of the Damned (2022),2022,66,English,52000000,539054106,US
79,Dolphin Boy (2022),2022,65,Russian,115000000,489779661,RU
80,Guillermo del Toro's Pinocchio (2022),2022,82,English,35000000,81567666,AU
81,A Frozen Rooster (2022),2022,79," Spanish, Castilian",113880000,604874932,MX
82,Dragon Ball Super: Super Hero (2022),2022,79,Japanese,43602530,86562140,AU
83,Nocebo (2022),2022,63,English,112000000,586323916,US
84,Prey (2022),2022,78,English,65000000,0,AU
85,Hex (2022),2022,61,English,117480000,457839055,US
86,Medieval (2022),2022,72,English,23000000,4311284,US
87,Barbie: Skipper and the Big Babysitting Adventure (2023),2023,73,English,134400000,716009340,US
88,Super Mario Bros. (1993),1993,43,English,42000000,20844907,AU
89,Transfusion (2023),2023,64,English,104580000,260353036,AU
90,Jurassic World Dominion (2022),2022,69,English,165000000,1001978080,AU
91,The Boss Baby: Christmas Bonus (2022),2022,68,English,51000000,455134472,US
92,Shazam! (2019),2019,70,English,85000000,363563907,AU
93,El último hombre sobre la Tierra (2022),2022,65," Spanish, Castilian",100000000,246367071,CO
94,All Quiet on the Western Front (2022),2022,78,German,20000000,326479707,AU
95,Violent Night (2022),2022,76,English,20000000,76599607,AU
96,Scream (2022),2022,67,English,24000000,138874789,AU
98,Devotion (2023),2023,74,English,90000000,20000000,AU
99,The Woman King (2022),2022,78,English,50000000,94374749,AU
100,Evil Dead Rise (2023),2023,74,English,132500000,469254456,AU
101,Perfect Addiction (2023),2023,67,English,79800000,387664307,DE
102,Project Gemini (2022),2022,58,English,134000000,308786595,RU
103,Doctor Strange in the Multiverse of Madness (2022),2022,74,English,200000000,952224986,AU
104,There Are No Saints (2022),2022,53,English,136400000,194565354,AU
105,Avengers: Infinity War (2018),2018,83,English,300000000,2048359754,AU
106,Smile (2022),2022,68,English,17000000,216049734,AU
107,¡Que Viva México! (2023),2023,47," Spanish, Castilian",100100000,947468745,MX
108,Detective Knight: Independence (2023),2023,56,English,134200000,772865923,US
109,Strange World (2022),2022,65,English,135000000,69566884,AU
110,The Ten Commandments (1958),1958,78,English,13500000,85433929,AU
112,Demon Slayer: Kimetsu no Yaiba Sibling's Bond (2019),2019,80,Japanese,129000000,645532173,JP
113,Four's a Crowd (2022),2022,63," Spanish, Castilian",110000000,271669045,ES
114,Minions: The Rise of Gru (2022),2022,75,English,80000000,939200081,AU
115,Creed II (2018),2018,70,English,50000000,213591522,AU
116,Creed (2015),2015,74,English,37000000,173567581,AU
117,Beast (2022),2022,68,English,36000000,59103794,AU
118,Fast X (2023),2023,0,English,340000000,0,US
119,My Name Is Vendetta (2022),2022,68,Italian,113000000,365992130,AU
120,Wrath of Man (2021),2021,77,English,40000000,103913405,AU
121,Jeepers Creepers: Reborn (2022),2022,57,English,5000000,5954938,AU
122,Turning Red (2022),2022,75,English,175000000,10964971,AU
123,Encanto (2021),2021,76,English,150000000,231120602,AU
124,Prancer: A Christmas Tale (2022),2022,59,English,86800000,284184080,US
125,Magic Mike's Last Dance (2023),2023,72,English,45000000,52000000,AU
126,"Lyle, Lyle, Crocodile (2022)",2022,75,English,50000000,107644101,AU
127,The Penitent Thief (2021),2021,62,English,15160689,23800,AU
128,Hacksaw Ridge (2016),2016,82,English,40000000,169023926,AU
129,Venus (2022),2022,55," Spanish, Castilian",6000000,7818479,ES
130,The Offering (2022),2022,57,English,103600000,134150172,US
131,Jujutsu Kaisen 0 (2022),2022,82,Japanese,21835777,195870885,AU
132,The Batman (2022),2022,77,English,200000000,766326717,AU
133,Life in a Year (2020),2020,83,English,90000000,627851111,US
134,Super Mario Brothers: Great Mission to Rescue Princess Peach (1986),1986,60,Japanese,151600000,675230189,JP
135,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",2005,71,English,180000000,745013115,AU
136,The Exorcism of God (2022),2022,72,English,1500000,123516163,AU
137,Ghosts of the Ozarks (2022),2022,63,English,113000000,548624602,US
138,Kompromat (2022),2022,65,French,155140000,302915354,AU
139,Matadero (2022),2022,60," Spanish, Castilian",73800000,346352260,ES
140,Air (2023),2023,79,English,28519270,5000000,AU
141,Disenchanted (2022),2022,70,English,142600000,524597714,AU
142,Luck (2022),2022,79,English,147000000,721203091,AU
143,Bullet Train (2022),2022,75,English,85900000,238534963,AU
144,Night at the Museum: Kahmunrah Rises Again (2022),2022,69,English,124400000,508761361,US
145,Blade of the 47 Ronin (2022),2022,67,English,131000000,431341845,AU
146,Sing 2 (2021),2021,80,English,85000000,404655351,AU
147,Shark Bait (2022),2022,59,English,106000000,591557010,GB
148,Shrek (2001),2001,77,English,50000000,491812794,AU
149,Orgasm Inc: The Story of OneTaste (2022),2022,64,English,77400000,431611098,US
150,In His Shadow (2023),2023,62,French,133000000,407446362,FR
151,Savage Salvation (2022),2022,66,English,85645,244880855,US
152,Sisu (2023),2023,74,Finnish,6200000,58748957,FI
153,"Tango, Tequila and Some Lies (2023)",2023,77," Spanish, Castilian",105800000,667037174,MX
154,Hotel Transylvania: Transformania (2022),2022,71,English,116000000,557205138,AU
155,Operation Fortune: Ruse de Guerre (2023),2023,67,English,50000000,35800000,AU
156,Kids vs. Aliens (2023),2023,60,English,143200000,514828593,US
157,Everything Everywhere All at Once (2022),2022,79,English,25000000,114900000,AU
158,Glass Onion: A Knives Out Mystery (2022),2022,71,English,40000000,13280000,AU
159,Suro (2022),2022,73," Catalan, Valencian",80000000,522029092,ES
160,The Lair (2022),2022,59,English,118200000,307351568,GB
161,My Hero Academia: World Heroes' Mission (2021),2021,76,Japanese,27164600,38410729,AU
162,Unhappily Ever After (2023),2023,81," Spanish, Castilian",149000000,1109873157,MX
163,Evil Eye (2022),2022,68," Spanish, Castilian",1704500,223147806,MX
164,Inspector Sun and the Curse of the Black Widow (2022),2022,68," Spanish, Castilian",98140000,494358731,ES
165,The Price We Pay (2023),2023,60,English,126800000,985255868,US
166,Lupin The 3rd vs. Cat’s Eye (2023),2023,60,Japanese,89600000,367393887,AU
167,Murder Mystery (2019),2019,63,English,24000000,205809600,AU
168,Luz Mala (2022),2022,43," Spanish, Castilian",87600000,817860943,AR
169,Babylon (2023),2023,75,English,110000000,63262638,AU
170,The Lost City (2022),2022,66,English,74000000,182921990,AU
172,Detective Knight: Rogue (2022),2022,67,English,50000000,725034225,US
173,Cop Secret (2021),2021,61,Icelandic,58100000,651717830,IS
174,The Quintessential Quintuplets Movie (2022),2022,84,Japanese,2937023,17288993,AU
175,Harry Potter and the Chamber of Secrets (2002),2002,77,English,100000000,874954530,AU
176,Kill Boksoon (2023),2023,69,Korean,119100000,763309047,KR
177,Candy Land (2023),2023,65,English,54060000,492646395,US
178,Venom: Let There Be Carnage (2021),2021,69,English,110000000,506863592,AU
179,Harry Potter and the Philosopher's Stone (2001),2001,79,English,125000000,976475550,AU
180,On the Count of Three (2022),2022,66,English,101600000,354385756,AU
181,Uncharted (2022),2022,70,English,120000000,400689914,AU
182,DC League of Super-Pets (2022),2022,74,English,90000000,203000000,AU
183,Moonfall (2022),2022,64,English,150000000,59053195,AU
184,Athena (2022),2022,67,French,75500000,509726081,FR
185,Unicorn Wars (2022),2022,64," Spanish, Castilian",50610000,27833,ES
186,Teen Wolf: The Movie (2023),2023,78,English,150400000,327346026,AU
187,Fantastic Beasts: The Secrets of Dumbledore (2022),2022,68,English,200000000,404560145,AU
188,Cars 3 (2017),2017,69,English,175000000,383541369,AU
189,The Ledge (2022),2022,66,English,2500000,249984799,US
190,The Big 4 (2022),2022,71,Indonesian,98840000,339023160,ID
191,Interstellar (2014),2014,84,English,165000000,648082655,AU
192,Viking Wolf (2023),2023,59,Norwegian,139000000,405888913,AU
193,20th Century Girl (2022),2022,83,Korean,119,77132590,KR
194,The Soccer Football Movie (2022),2022,61,English,79000000,798590398,US
195,Boston Strangler (2023),2023,67,English,117000000,521124690,AU
196,Close (2023),2023,78,French,26523270,3129968,AU
197,Coraline (2009),2009,78,English,60000000,126037057,AU
198,Luther: The Fallen Sun (2023),2023,69,English,111400000,513441742,AU
199,Harry Potter and the Goblet of Fire (2005),2005,78,English,150000000,886742787,AU
200,Piggy (2022),2022,66," Spanish, Castilian",2400000,380512,ES
201,Orphan: First Kill (2022),2022,68,English,51489867,9572765,AU
202,Fullmetal Alchemist: The Final Alchemy (2022),2022,63,Japanese,133200000,514445172,JP
203,Malcriados (2023),2023,78," Spanish, Castilian",116600000,586907459,MX
204,Polar (2022),2022,66," Spanish, Castilian",118000000,325759805,ES
205,Jesus (1979),1979,83,English,179800000,600820848,US
206,Harry Potter and the Half-Blood Prince (2009),2009,77,English,250000000,929411069,AU
207,Legend of the Galactic Heroes: Die Neue These - Intrigue 1 (2022),2022,61,Japanese,138000000,337725907,JP
208,Noise (2023),2023,49," Dutch, Flemish",147200000,1052163302,US
209,The Infernal Machine (2022),2022,66,English,88200000,367763875,US
210,Abandoned (2022),2022,63,English,97760000,384573450,US
211,The Ten Commandments: The Movie (2016),2016,72,Portuguese,39307171,37070177,BR
212,The Avengers (2012),2012,77,English,225000000,1515100211,AU
214,Still Time (2022),2022,65,Italian,138000000,405994737,IT
215,Exodus: Gods and Kings (2014),2014,58,English,140000000,268314513,AU
216,Wolf Hound (2022),2022,66,English,142000000,491960363,AU
217,The Little Mermaid (2023),2023,0,English,205000000,178359863,US
218,F9 (2021),2021,72,English,200000000,726229501,AU
219,The Wolf of Wall Street (2014),2014,80,English,100000000,389816136,AU
220,Pinball: The Man Who Saved the Game (2023),2023,78,English,146000000,469006626,US
221,"Tad, the Lost Explorer and the Emerald Tablet (2022)",2022,76," Spanish, Castilian",119200000,379074781,AU
222,Brothers (2010),2010,73,English,26000000,45043870,AU
224,Harry Potter and the Prisoner of Azkaban (2004),2004,80,English,130000000,789592708,AU
225,Out of the Blue (2022),2022,46,English,4600000,731767,AU
226,RRR (2022),2022,78,Telugu,69000000,160000000,AU
227,Broker (2023),2023,72,Korean,28648000,18632208,AU
228,The Black Phone (2022),2022,78,English,17000000,161440742,AU
229,Tom and Jerry Snowman's Land (2022),2022,69,English,57440000,689333138,US
230,Transformers: Rise of the Beasts (2023),2023,0,English,200000000,1240261,US
231,Avengers: Endgame (2019),2019,83,English,400000000,2794731755,AU
232,Spider-Man: Across the Spider-Verse (2023),2023,0,English,264940000,175269998,US
233,MexZombies (2022),2022,71," Spanish, Castilian",74400000,486333316,US
234,Harry Potter and the Order of the Phoenix (2007),2007,77,English,150000000,939619849,AU
235,The Northman (2022),2022,71,English,70000000,69633110,AU
236,I Believe (2017),2017,70,English,127600000,683545513,US
237,Blue's Big City Adventure (2022),2022,74,English,132000000,352601141,AU
238,After Ever Happy (2022),2022,69,English,24220050,12467270,AU
239,On the Line (2022),2022,62,English,10000000,16222303,AU
240,Ben-Hur (1960),1960,79,English,95000000,91669648,AU
242,The Next 365 Days (2022),2022,65,Polish,111600000,534358853,US
243,Hocus Pocus 2 (2022),2022,74,English,40000000,0,AU
244,Morbius (2022),2022,62,English,75000000,162759437,AU
245,Cars 2 (2011),2011,61,English,200000000,560155383,AU
246,Tangled (2011),2011,76,English,260000000,583777242,AU
247,The Minute You Wake Up Dead (2023),2023,57,English,170000000,351483918,AU
248,Fifty Shades of Grey (2015),2015,59,English,40000000,570794950,AU
249,Harry Potter and the Deathly Hallows: Part 2 (2011),2011,81,English,125000000,1341511219,AU
250,The Help (2011),2011,82,English,25000000,213120004,AU
251,"Monsters, Inc. (2001)",2001,78,English,115000000,560483719,AU
252,The Ice Age Adventures of Buck Wild (2022),2022,67,English,143000000,508164908,AU
253,Samaritan (2022),2022,68,English,100000000,380428883,US
254,Godzilla vs. Kong (2021),2021,77,English,155000000,468043852,AU
255,Paradise City (2023),2023,58,English,20000000,161597374,AU
256,Shang-Chi and the Legend of the Ten Rings (2021),2021,76,English,150000000,432224634,AU
257,Zack Snyder's Justice League (2021),2021,82,English,70000000,136635234,AU
258,Lightyear (2022),2022,71,English,200000000,218768299,AU
259,Ritual (2022),2022,71," Dutch, Flemish",102400000,502443287,BE
260,Love at First Kiss (2023),2023,62," Spanish, Castilian",178400000,324436308,US
261,The Last Client (2022),2022,76,Danish,149400000,426175485,DK
262,Suzume (2023),2023,82,Japanese,8224023,102258981,AU
263,Pirates of the Caribbean: At World's End (2007),2007,72,English,300000000,961000000,AU
264,King Shakir Recycle (2022),2022,57,Turkish,87200000,387787979,TR
265,The School for Good and Evil (2022),2022,72,English,137000000,750323829,AU
266,Monstrous (2022),2022,60,English,6320000,138450,US
267,Shrek 2 (2004),2004,72,English,70000000,935253978,AU
268,The Unbearable Weight of Massive Talent (2022),2022,68,English,30000000,29116320,AU
269,Fifty Shades Freed (2018),2018,67,English,55000000,371985018,AU
270,El tirabeque (2022),2022,30," Spanish, Castilian",15541000,38139010,ES
271,The Battle at Lake Changjin: Water Gate Bridge (2022),2022,69,Chinese,200000000,626203271,AU
272,Spider-Man: Into the Spider-Verse (2018),2018,84,English,90000000,375540831,AU
273,Harry Potter and the Deathly Hallows: Part 1 (2010),2010,78,English,250000000,954305868,AU
274,Emily the Criminal (2022),2022,68,English,116200000,572201947,AU
275,Emergency Declaration (2022),2022,77,Korean,18052672,19200000,KR
276,Blood (2023),2023,58,English,107000000,297177664,US
277,Memory (2022),2022,70,English,63400000,11300000,AU
278,Orgasm Lecture 2 (2020),2020,100,Korean,201000000,1569323843,KR
279,Whisper (2022),2022,64,English,20000,211802400,GB
280,The Shack (2017),2017,75,English,20000000,96860808,AU
281,Eternals (2021),2021,70,English,200000000,401731759,AU
282,Doraemon: Nobita's Little Star Wars 2021 (2022),2022,57,Japanese,109000000,590124290,JP
283,Dog (2022),2022,74,English,15000000,84677678,AU
284,The Invitation (2022),2022,64,English,1000000,354836,AU
285,The Conjuring: The Devil Made Me Do It (2021),2021,75,English,40000000,200266441,AU
286,3-D Sex and Zen: Extreme Ecstasy (2011),2011,48,Cantonese,3500000,10308238,HK
287,Control (2022),2022,54,English,6400000,8902141,US
288,Mortal Kombat (2021),2021,71,English,55000000,83508259,AU
290,Pirates of the Caribbean: The Curse of the Black Pearl (2003),2003,78,English,140000000,655011224,AU
291,Clifford the Big Red Dog (2021),2021,72,English,64000000,78418101,AU
292,Dragon Knight (2022),2022,69,English,149000000,526557525,GB
293,Cruella (2021),2021,81,English,200000000,233503234,AU
294,The Suicide Squad (2021),2021,76,English,185000000,167097737,AU
295,Drifting Home (2022),2022,76,Japanese,119000000,583004188,JP
296,The Bad Guys (2022),2022,77,English,70000000,250659286,AU
297,The Remaining (2014),2014,59,English,7270000,1169603,US
298,The Last: Naruto the Movie (2014),2014,78,Japanese,903852,19840000,JP
299,Pirates of the Caribbean: On Stranger Tides (2011),2011,65,English,379000000,1045713802,AU
300,There's Something Wrong with the Children (2023),2023,61,English,97200000,463920468,US
301,Prom Pact (2023),2023,75,English,96200000,412160901,AU
302,Coco (2017),2017,82,English,175000000,797660271,AU
303,The Sea Beast (2022),2022,75,English,116200000,649271677,AU
304,Toy Story (1995),1995,80,English,30000000,365270951,AU
305,The Boss Baby: Family Business (2021),2021,75,English,82000000,146281732,AU
306,Housewife Sex Slaves: Hatano Yui (2015),2015,0,Japanese,167540000,175269998,JP
307,The Independent (2022),2022,73,English,80000000,522029092,US
308,Joseph (1995),1995,82,English,143260000,865531384,US
309,Fullmetal Alchemist: The Revenge of Scar (2022),2022,68,Japanese,120400000,614097908,JP
310,Titanic (1997),1997,79,English,200000000,2222985568,AU
311,The Hunger Games: Mockingjay - Part 1 (2014),2014,68,English,125000000,766575131,AU
312,The Autopsy of Jane Doe (2016),2016,67,English,24570496,5972942,AU
313,Corrective Measures (2022),2022,52,English,105000000,354205502,US
314,The Jack in the Box: Awakening (2022),2022,64,English,35442225,195189,GB
315,Choose or Die (2022),2022,54,English,174000000,474753914,GB
316,Project Wolf Hunting (2022),2022,65,Korean,115200000,220908446,AU
317,Lost Bullet 2 (2022),2022,65,French,122800000,377993107,FR
318,Crawlspace (2022),2022,66,English,110600000,660008190,US
319,The Good Neighbor (2022),2022,71,English,105,94909,AU
320,The Trapped 13: How We Survived The Thai Cave (2022),2022,69,Thai,111600000,767228967,TH
321,Groot's First Steps (2022),2022,71,English,131400000,730150001,US
322,Son of God (2014),2014,69,English,22000000,70949793,US
323,Sword Art Online the Movie -Progressive- Aria of a Starless Night (2021),2021,80,Japanese,20011197,14037060,AU
324,Summer Ghost (2021),2021,72,Japanese,107200000,632203108,JP
325,Resident Evil: Welcome to Raccoon City (2021),2021,61,English,25000000,41909091,AU
326,Laid-Back Camp The Movie (2022),2022,76,Japanese,13187504,7283918,JP
327,The Pale Blue Eye (2022),2022,70,English,72000000,214883443,AU
328,The Lion King (1994),1994,83,English,260000000,1647733638,AU
330,Avengers: Age of Ultron (2015),2015,73,English,365000000,1395316979,AU
331,Me Before You (2016),2016,79,English,20000000,208064908,AU
332,Luca (2021),2021,79,English,200000000,49750471,AU
333,Pirates of the Caribbean: Dead Man's Chest (2006),2006,73,English,200000000,1065659812,AU
334,The Menu (2022),2022,72,English,30000000,73040804,AU
335,Ice Age (2002),2002,73,English,65000000,386116343,AU
336,Eureka: Eureka Seven Hi-Evolution (2021),2021,61,Japanese,139600000,350558192,JP
337,The Little Mermaid (1990),1990,73,English,40000000,211343479,AU
338,Shrek Forever After (2010),2010,63,English,165000000,756244673,AU
339,Ghostbusters: Afterlife (2022),2022,75,English,75000000,203614138,AU
340,Sonic the Hedgehog (2020),2020,74,English,85000000,319715683,AU
341,Teasing Master Takagi-san: The Movie (2022),2022,86,Japanese,189000000,1168749675,JP
342,Dragon Ball Z: Resurrection 'F' (2015),2015,68,Japanese,5000000,61768190,JP
343,The Guardians of the Galaxy Holiday Special (2022),2022,73,English,97200000,641749489,AU
344,Secret Headquarters (2022),2022,68,English,143000000,420598835,US
345,The Princess and the Frog (2010),2010,72,English,105000000,270997378,AU
346,365 Days: This Day (2022),2022,59,Polish,162100000,437846475,AU
347,Faraway (2023),2023,68,German,52900000,368167712,DE
348,Hellhole (2022),2022,60,Polish,146740000,301123555,PL
349,To Kill the Beast (2022),2022,60," Spanish, Castilian",105000000,227896979,BR
350,Zootopia (2016),2016,77,English,150000000,1002462578,AU
351,The Book of Daniel (2013),2013,73,English,92600000,428471214,US
352,Lesson Plan (2022),2022,63,Polish,121600000,343621307,AU
353,Free Guy (2021),2021,76,English,110000000,331526598,AU
354,Malvada (2022),2022,74," Spanish, Castilian",88200000,429165998,MX
355,Diary of a Wimpy Kid: Rodrick Rules (2022),2022,71,English,18000000,73695194,US
356,Iron Man 2 (2010),2010,68,English,170000000,621156389,AU
357,The Conjuring (2013),2013,75,English,20000000,316849722,AU
358,Fast & Furious Presents: Hobbs & Shaw (2019),2019,69,English,200000000,760732926,AU
359,The Library Boys (2022),2022,43,English,77300000,564483267,AU
360,The Maze Runner (2014),2014,72,English,34000000,348319861,AU
361,Blueback (2023),2023,62,English,178000000,528252215,AU
362,The King's Man (2022),2022,68,English,100000000,125928656,AU
363,The Hobbit: The Battle of the Five Armies (2014),2014,73,English,250000000,940323039,AU
364,"Miraculous World: New York, United HeroeZ (2020)",2020,82,French,134400000,662530414,FR
365,Mary Magdalene (2018),2018,63,English,7855689,11710110,AU
366,The Pilgrim's Progress (2019),2019,78,English,101000000,893800197,US
367,Red Notice (2021),2021,68,English,150000000,173638,AU
368,Solo Somos Carne (2022),2022,63," Spanish, Castilian",87000000,476680473,GT
369,Groot Takes a Bath (2022),2022,71,English,131400000,730150001,US
370,X (2022),2022,68,English,1000000,15113105,AU
371,The Croods: A New Age (2021),2021,75,English,65000000,214790246,AU
372,Boruto: Naruto the Movie (2015),2015,76,Japanese,24413000,39500000,JP
373,Thor: Ragnarok (2017),2017,76,English,180000000,850482778,AU
374,Barbie (2023),2023,0,English,175000000,178359863,US
375,Noah (2014),2014,56,English,130000000,352831065,AU
376,The Seven Deadly Sins: Cursed by Light (2021),2021,78,Japanese,38211149,1094673,JP
377,The Girl from the Other Side (2022),2022,68,Japanese,67654097,629573144,JP
378,Enola Holmes 2 (2022),2022,76,English,93000000,394945972,AU
379,Ant-Man (2015),2015,71,English,130000000,518858449,AU
380,Scream (1997),1997,74,English,24000000,138874789,AU
382,Frozen II (2019),2019,73,English,150000000,1437862795,AU
383,Shrek the Third (2007),2007,63,English,160000000,807330936,AU
384,Ratatouille (2007),2007,78,English,150000000,626549695,AU
385,Maneater (2022),2022,49,English,132800000,660707570,US
386,Raya and the Last Dragon (2021),2021,79,English,100000000,130423032,AU
387,Slumberland (2022),2022,75,English,35000000,374600744,AU
388,PAW Patrol: The Movie (2021),2021,75,English,26000000,144327371,AU
389,Deadpool (2016),2016,76,English,58000000,781947691,AU
390,The Good Dinosaur (2016),2016,68,English,187500000,333771037,AU
391,Last Seen Alive (2022),2022,66,English,107700000,276937185,AU
392,We Have a Ghost (2023),2023,66,English,150000000,569719222,US
393,"Paul, Apostle of Christ (2018)",2018,75,English,5000000,26078500,AU
394,Real Steel (2011),2011,70,English,110000000,263880341,AU
395,The Matrix Resurrections (2021),2021,65,English,190000000,159197755,AU
396,Lou (2022),2022,67,English,69400000,240033015,AU
397,Pinocchio (2022),2022,65,English,45000000,31681811,AU
400,Miraculous World: Shanghai – The Legend of Ladydragon (2021),2021,79,French,149860000,660957374,FR
401,The Tomorrow War (2021),2021,79,English,200000000,19220000,AU
402,Cars (2006),2006,69,English,70000000,461630558,AU
403,Grimcutty (2022),2022,54,English,130800000,249577615,US
404,Scrooge: A Christmas Carol (2022),2022,68,English,87000000,459237806,GB
405,Your Place or Mine (2023),2023,64,English,105400000,286421986,US
406,Your Name. (2016),2016,85,Japanese,2937023,357986087,AU
407,Puss in Boots (2011),2011,65,English,130000000,554987477,US
408,One Piece Film Red (2022),2022,75,Japanese,8705000,150797338,AU
409,The Fate of the Furious (2017),2017,69,English,250000000,1236703796,AU
410,The Strays (2023),2023,55,English,131700000,751965791,GB
411,Watcher (2022),2022,66,English,10237862,2667033,US
412,The Gray Man (2022),2022,70,English,200000000,451178,AU
413,The Mummy Resurrection (2023),2023,50,English,102800000,545695337,GB
414,The Fallout (2021),2021,77,English,114200000,736329646,US
415,Guardians of the Galaxy Volume 3 (2023),2023,0,English,250000000,1240261,AU
416,Boyka: Undisputed IV (2016),2016,71,English,119400000,343644155,US
417,The Godfather (1972),1972,87,English,7000000,270007394,AU
418,Mulan (1998),1998,79,English,200000000,69973540,AU
420,Dracula: The Original Living Vampire (2022),2022,54,English,124800000,605767026,US
